PKTs:4, 1703606112.495779
PKTs:6, 1703606113.5088847
PKTs:6, 1703606114.5150924
PKTs:12, 1703606115.515696
PKTs:11, 1703606116.5249705
PKTs:10, 1703606117.5289254
PKTs:9, 1703606118.5442631
PKTs:11, 1703606119.545848
PKTs:11, 1703606120.5547931
PKTs:17, 1703606121.5635278
PKTs:14, 1703606122.5653503
PKTs:16, 1703606123.5703652
PKTs:15, 1703606124.5720408
PKTs:16, 1703606125.5740664
PKTs:18, 1703606126.5747042
PKTs:16, 1703606127.576706
PKTs:14, 1703606128.5780613
PKTs:15, 1703606129.5814056
PKTs:15, 1703606130.6066
PKTs:15, 1703606131.6085296
PKTs:14, 1703606132.6120377
PKTs:15, 1703606133.6173544
PKTs:13, 1703606134.6188314
PKTs:18, 1703606135.6246426
PKTs:22, 1703606136.6259735
PKTs:16, 1703606137.6305926
PKTs:16, 1703606138.6331754
PKTs:15, 1703606139.6343315
PKTs:18, 1703606140.6372423
PKTs:15, 1703606141.6545098
PKTs:11, 1703606142.7085304
PKTs:14, 1703606143.7395065
PKTs:12, 1703606144.74117
PKTs:10, 1703606145.7427073
CHANGE INTERFACE, :1703606145.8146782
PKTs:0, 1703606146.7455382
NORMAL PACKETS AGAIN, :1703606147.6812894
PKTs:1, 1703606147.7469645
PKTs:12, 1703606148.7520337
PKTs:16, 1703606149.7550354
PKTs:15, 1703606150.7604694
PKTs:12, 1703606151.770725
PKTs:9, 1703606152.7734184
PKTs:9, 1703606153.775969
PKTs:12, 1703606154.7798235
PKTs:13, 1703606155.7829194
PKTs:14, 1703606156.7852037
PKTs:13, 1703606157.792134
PKTs:16, 1703606158.7971199
PKTs:14, 1703606159.8006284
PKTs:14, 1703606160.806153
PKTs:15, 1703606161.8112435
PKTs:14, 1703606162.81875
PKTs:16, 1703606163.824456
PKTs:13, 1703606164.826212
PKTs:15, 1703606165.830139
PKTs:12, 1703606166.8316047
PKTs:14, 1703606167.8367586
PKTs:14, 1703606168.8385894
PKTs:14, 1703606169.845743
PKTs:14, 1703606170.8479407
PKTs:11, 1703606171.8494825
PKTs:9, 1703606172.8516004
PKTs:18, 1703606173.852233
PKTs:10, 1703606174.8545964
PKTs:11, 1703606175.8607776
PKTs:13, 1703606176.900457
