PKTs:20, 1708380227.23915
PKTs:22, 1708380228.2430484
PKTs:21, 1708380229.2447314
PKTs:18, 1708380230.2452848
PKTs:18, 1708380231.249917
PKTs:18, 1708380232.252509
PKTs:12, 1708380233.2550936
PKTs:21, 1708380234.2553563
PKTs:19, 1708380235.2560725
PKTs:21, 1708380236.2598302
PKTs:16, 1708380237.2623615
PKTs:15, 1708380238.264075
PKTs:19, 1708380239.266557
PKTs:18, 1708380240.2687314
PKTs:3, 1708380241.2697172
PKTs:0, 1708380242.2725248
PKTs:0, 1708380243.2744272
PKTs:0, 1708380244.27575
PKTs:0, 1708380245.2769477
PKTs:0, 1708380246.2795584
PKTs:0, 1708380247.281222
PKTs:0, 1708380248.2834969
PKTs:0, 1708380249.2864678
PKTs:0, 1708380250.2888284
PKTs:0, 1708380251.2911294
PKTs:0, 1708380252.2929697
PKTs:0, 1708380253.301892
PKTs:0, 1708380254.304966
PKTs:0, 1708380255.3078291
PKTs:0, 1708380256.3097796
PKTs:0, 1708380257.3122013
PKTs:0, 1708380258.3234262
PKTs:0, 1708380259.336375
